sample_ship	sample_program	sample_stationid	Haul	Region	Detail_Location	Comment	object_date	object_time	object_lat	object_lon	sample_bottomdepth	object_depth_min	object_depth_max	sample	sample_tot_vol	acq_sub_part	object_annotation_hierarchy	object_annotation_category	object_annotation_person_name	Number	sample_id	object_id	object_area	object_major	object_minor	object_area_exc	process_particle_pixel_size_mm
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	200	500	127_n2	82	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	75	127_n2_kl	NA	940.3556911	57.39634146	20.7046748	939.9898374	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	100	200	127_n3	26	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	36	127_n3_kl	NA	918.7743682	56.45812274	20.5299639	918.5451264	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	50	100	127_n4	14	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	127_n4_gr	NA	1171	58.1	25.7	1155	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	50	100	127_n4	14	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	42	127_n4_kl	NA	893.4783784	55.20459459	20.38405405	893.1351351	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	0	50	127_n5	12	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	2	127_n5_gr	NA	836.5714286	53.81428571	19.75714286	836.1428571	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	1000	1500	19_n1	110	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	19_64_n1	NA	943.6166667	52.76166667	21.9675	942.5666667	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	500	1000	19_n2	116	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	3	19_64_n2	NA	1038.516432	59.28967136	22.28873239	1038.389671	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	50	200	19_n4	35	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	5	19_64_n4	NA	768.7708333	50.4375	19.328125	768.5885417	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	50	200	19_n4	35	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	19_n4_64_150	NA	512.452381	41.91507937	15.51111111	512.4206349	0.0106
Polarstern	PS78	PS78_025	3	Fram Strait	25	NA	20110626	125200	78.832333	7.002667	1465.5	500	1000	25_n2	138	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	25_n2_64_150	NA	447.45	38.46333333	14.78666667	447.45	0.0106
Polarstern	PS78	PS78_025	3	Fram Strait	25	NA	20110626	125200	78.832333	7.002667	1465.5	50	200	25_n4	42	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	25_n4_64	NA	742.0724638	50.36521739	18.66231884	741.3333333	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	1000	1500	35_n1	134	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	35_64_n1	NA	879.1585366	51.32439024	21.57682927	878.8414634	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	140900	78.8335	3.997833333	2393.5	1000	1500	35_n1	134	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	2	35_n1_64_150	NA	499.2627119	39.41101695	16.10677966	499.1949153	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	500	1000	35_n2	134	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	35_500_n2	NA	936.3333333	56.9	20.9	936	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	500	1000	35_n2	134	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	35_64_n2	NA	952.8719512	56.04146341	21.57378049	951.5121951	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	140900	78.8335	3.997833333	2393.5	500	1000	35_n2	134	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	35_n2_64_150	NA	469.5849057	38.86603774	15.35849057	469.4716981	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	200	500	35_n3	79	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	2	35_64_n3	NA	967.2173913	57.46521739	21.26956522	966.9347826	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	50	200	35_n4	40	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	35_64_n4	NA	784.1363636	51.92272727	19.14772727	783.9772727	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	1000	1500	39_n1	135	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	29	39_n1_kl	NA	881.1048689	51.07790262	21.64719101	880.8202247	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	1000	1500	39_n1	135	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	3	39_n1_kl_150	NA	525.1847134	40.26242038	16.61146497	525.1210191	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	500	1000	39_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	2	39_n2_kl	NA	1022.232044	58.93812155	22.06464088	1022.110497	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	200	500	39_n3	71	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	18	39_n3_kl	NA	1005.479263	59.11290323	21.59400922	1005.073733	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	50	200	39_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	2	39_n4_gr	NA	1021.428571	59.91428571	21.54285714	1020.857143	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	50	200	39_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	10	39_n4_kl	NA	861.6390977	54.4887218	19.94511278	861.4285714	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	0	50	39_n5	13	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	39_n5_gr	NA	1446	66.83333333	26.6	1445.666667	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	0	50	39_n5	13	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	7	39_n5_kl	NA	800.7083333	51.42222222	19.80416667	800.5	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	1000	1500	44_n1	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	56	44_n1_kl	NA	889.1392857	51.20785714	21.78964286	888.65	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	1000	1500	44_n1	125	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	44_n1_kl_150	NA	509.8554217	38.87911647	16.74417671	509.8353414	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	44_n2_gr	NA	1242	74.65	21	1239.5	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	108	44_n2_kl	NA	1009.578402	58.26997041	21.9637574	1008.639053	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	5	44_n2_kl_150	NA	493.877907	40.2622093	15.61918605	493.8081395	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	200	500	44_n3	75	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	185	44_n3_kl	NA	881.7556231	55.49975684	19.97914894	880.1167173	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	50	200	44_n4	37.5	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	5	44_n4_gr	NA	835.6666667	53.5	19.57777778	835.3333333	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	50	200	44_n4	37.5	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	145	44_n4_kl	NA	792.2440711	52.57460474	19.09496047	791.6650198	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	50	200	44_n4	37.5	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	2	44_n4_kl_150	NA	493.9551282	42.21410256	14.89519231	493.9070513	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	0	50	44_n5	12.5	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	4	44_n5_gr	NA	790.3478261	50.2826087	19.95652174	790.0869565	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	0	50	44_n5	12.5	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	3	44_n5_kl	NA	835.1363636	53.11136364	19.91136364	835.0227273	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	1000	1500	54_n1	140	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	54_n1_gr	NA	759.75	46.6	20.85	759.75	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	1000	1500	54_n1	140	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	85	54_n1_kl	NA	907.802139	54.72058824	20.91016043	907.5053476	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	1000	1500	54_n1	140	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	3	54_n1_kl_150	NA	492.3463203	38.83809524	16.15108225	492.1818182	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	500	1000	54_n2	134	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	18	54_n2_kl	NA	1052.391304	59.16675192	22.55882353	1051.823529	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	200	500	54_n3	76	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	31	54_n3_kl	NA	846.1838235	53.39901961	20.02156863	845.9313725	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	200	500	54_n3	76	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	54_n3_kl_150	NA	509.2714286	42.57857143	15.18428571	509.2428571	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	50	200	54_n4	40	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	2	54_n4_gr	NA	1276	61.2	25.4	1255.5	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	50	200	54_n4	40	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	52	54_n4_kl	NA	755.4637405	50.89446565	18.81469466	755.3129771	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	0	50	54_n5	12	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	54_n5_gr	NA	806.0666667	52.56	19.41333333	805.4	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	0	50	54_n5	12	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	3	54_n5_kl	NA	788.7042254	50.30140845	19.87183099	788.0985915	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	500	600	71_n1	25	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	3	71_n1_kl	NA	881.6627907	54.68662791	20.31104651	881.5813953	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	300	500	71_n2	52	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	20	71_n2_kl	NA	936.7066667	55.83866667	20.94711111	936.2044444	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	200	300	71_n3	23	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	2	71_n3_kl	NA	934.2857143	54.83174603	21.6952381	934.047619	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	50	200	71_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	5	71_n4_gr	NA	1109	63.4	22.3	1107	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	50	200	71_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	6	71_n4_kl	NA	991.59375	57.2041667	21.9072917	990.84375	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	50	200	71_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	2	71_n4_kl_150	NA	502.619718	42.1507042	15.2169014	502.605634	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	0	50	71_n5	14	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	13	71_n5_kl	NA	861.8083832	54.49580838	20.00299401	861.5928144	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	1000	1500	75_n1	133	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	75_n1_gr	NA	1023.238806	53.73059701	23.60522388	1022.731343	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	1000	1500	75_n1	133	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	14	75_n1_kl	NA	1023.238806	53.73059701	23.60522388	1022.731343	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	500	1000	75_n2	143	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	35	75_n2_kl	NA	917.3313725	54.95352941	21.05333333	916.8764706	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	200	500	75_n3	77	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	28	75_n3_kl	NA	893.6491228	55.15980861	20.41419458	893.2519936	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	50	200	75_n4	39	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	6	75_n4_kl	NA	902.68	54.15777778	21.06533333	902.32	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	50	200	75_n4	39	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	75_n4_kl_150	NA	515.6285714	41.38	15.82857143	515.5428571	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	0	50	75_n5	8	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	1	75_n5_gr	NA	1073	61.1	22.35	1073	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	0	50	75_n5	8	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Poecilostomatoida>Oncaeidae	Oncaeidae	Astrid Cornils	6	75_n5_kl	NA	863.849057	54.291195	20.1584906	863.603774	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	500	900	127_n1	110	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda	Ostracoda	Astrid Cornils	1	127_n1_kl	NA	2451.238095	65.05238095	44.75238095	2451.047619	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	200	500	127_n2	82	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda	Ostracoda	Astrid Cornils	2	127_n2_kl	NA	1834.652174	58.22173913	36.85652174	1825.26087	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	500	1000	19_n2	116	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda	Ostracoda	Astrid Cornils	1	19_64_n2	NA	2027.214286	60.37857143	41.38571429	2025.071429	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	500	1000	35_n2	134	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda	Ostracoda	Astrid Cornils	1	35_1000_n2	NA	19570.10345	215.5758621	109.6655172	19380.89655	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	1000	1500	39_n1	135	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda	Ostracoda	Astrid Cornils	2	39_n1_kl	NA	1571.1	56.52	35.27	1570.4	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	500	1000	39_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda	Ostracoda	Astrid Cornils	3	39_n2_gr	NA	16843.98077	197.2384615	95.32692308	16676.63462	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda	Ostracoda	Astrid Cornils	4	44_n2_gr	NA	21854.53684	224.5136842	113.5757895	21547.05263	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda	Ostracoda	Astrid Cornils	5	44_n2_kl	NA	2506.958333	70.2625	43.98611111	2487.291667	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	200	500	44_n3	75	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Oligostraca>Ostracoda	Ostracoda	Astrid Cornils	3	44_n3_gr	NA	23519.67391	242.6065217	113.6195652	23097.80435	0.0106
