object_id	image name	Area	Mean	StdDev	Min	Max	Major	Minor	Angle	Feret	Slice	FeretX	FeretY	FeretAngle	MinFeret	Length (pixel)	Length (mm)
127_n2_kl_d4_1_150_3375	127_n2_kl_d4_1_150_3375.jpg	25	148.08	31.691	116	229	0	0	0	24.698	1	18	32	31.759	0.104	24.698	0.2617988
127_n2_kl_d4_1_150_795	127_n2_kl_d4_1_150_795.jpg	27	157.852	26.769	136	237	0	0	0	26.019	1	19	36	87.797	0.092	26.019	0.2758014
127_n2_kl_d4_2_1_1037	127_n2_kl_d4_2_1_1037.jpg	11	162.818	8.727	152	184	0	0	0	10.77	1	79	48	21.801	0.037	10.77	0.114162
127_n2_kl_d4_2_1_1188	127_n2_kl_d4_2_1_1188.jpg	39	116.641	7.604	100	136	0	0	0	38.949	1	53	66	41.878	0.083	38.949	0.4128594
127_n2_kl_d4_2_1_120	127_n2_kl_d4_2_1_120.jpg	30	132.7	10.062	114	155	0	0	0	29.275	1	19	12	97.853	0.075	29.275	0.310315
127_n2_kl_d4_2_1_1216	127_n2_kl_d4_2_1_1216.jpg	42	144.905	28.655	107	227	0	0	0	41.304	1	14	26	6.953	0.034	41.304	0.4378224
127_n2_kl_d4_2_1_1295	127_n2_kl_d4_2_1_1295.jpg	101	176.327	15.424	149	255	0	0	0	100.245	1	66	36	161.384	0.202	100.245	1.062597
127_n2_kl_d4_2_1_1397	127_n2_kl_d4_2_1_1397.jpg	26	130.231	16.95	113	186	0	0	0	25.08	1	10	19	175.426	0.032	25.08	0.265848
127_n2_kl_d4_2_1_1586	127_n2_kl_d4_2_1_1586.jpg	16	215.438	17.072	194	255	0	0	0	15.811	1	25	58	55.305	0.054	15.811	0.1675966
127_n2_kl_d4_2_1_1733	127_n2_kl_d4_2_1_1733.jpg	17	151.176	40.927	104	216	0	0	0	16.155	1	47	25	111.801	0.056	16.155	0.171243
127_n2_kl_d4_2_1_29	127_n2_kl_d4_2_1_29.jpg	37	169.919	22.67	130	212	0	0	0	36.346	1	16	28	7.907	0.059	36.346	0.3852676
127_n2_kl_d4_2_1_904	127_n2_kl_d4_2_1_904.jpg	15	157.733	22.752	132	208	0	0	0	14.213	1	23	34	39.289	0.052	14.213	0.1506578
127_n3_gr_d1_1_1_104	127_n3_gr_d1_1_1_104.jpg	74	137.23	24.101	103	216	0	0	0	73.98	1	72	118	13.285	0.278	73.98	0.784188
127_n3_gr_d1_1_1_108	127_n3_gr_d1_1_1_108.jpg	62	134.742	26.83	103	228	0	0	0	61.074	1	80	99	39.685	0.198	61.074	0.6473844
127_n3_gr_d1_1_1_139	127_n3_gr_d1_1_1_139.jpg	57	124.421	13.825	103	173	0	0	0	56.639	1	86	168	42.138	0.136	56.639	0.6003734
127_n3_gr_d1_1_1_153	127_n3_gr_d1_1_1_153.jpg	323	139.783	26.11	96	211	0	0	0	322.014	1	83	172	132.609	0.612	322.014	3.4133484
127_n3_gr_d1_1_1_209	127_n3_gr_d1_1_1_209.jpg	63	138.381	35.019	89	239	0	0	0	62.29	1	70	62	95.528	0.03	62.29	0.660274
127_n3_gr_d1_1_1_283	127_n3_gr_d1_1_1_283.jpg	114	87.772	39.626	50	217	0	0	0	113.772	1	44	50	169.875	0.248	113.772	1.2059832
127_n3_gr_d1_1_1_365	127_n3_gr_d1_1_1_365.jpg	55	123.327	38.34	84	255	0	0	0	54.406	1	53	57	126.027	0.026	54.406	0.5767036
127_n3_gr_d1_1_1_405	127_n3_gr_d1_1_1_405.jpg	61	148.279	22.888	116	208	0	0	0	60.299	1	55	58	174.289	0.222	60.299	0.6391694
127_n3_gr_d1_1_1_435	127_n3_gr_d1_1_1_435.jpg	305	94.292	18.016	75	211	0	0	0	304.803	1	82	325	37.133	0.708	304.803	3.2309118
127_n3_gr_d1_1_1_477	127_n3_gr_d1_1_1_477.jpg	41	143.756	42.941	98	236	0	0	0	40	1	15	57	36.87	0.091	40	0.424
127_n3_gr_d1_1_1_510	127_n3_gr_d1_1_1_510.jpg	182	126.549	26.986	84	204	0	0	0	181.218	1	285	83	137.684	0.581	181.218	1.9209108
127_n3_gr_d1_1_1_523	127_n3_gr_d1_1_1_523.jpg	40	103.45	22.067	78	152	0	0	0	39.56	1	66	94	73.856	0.1	39.56	0.419336
127_n3_gr_d1_1_1_54	127_n3_gr_d1_1_1_54.jpg	245	175.531	20.755	140	239	0	0	0	244.818	1	213	143	175.314	0.794	244.818	2.5950708
127_n3_gr_d1_1_1_78	127_n3_gr_d1_1_1_78.jpg	237	130.857	34.206	80	218	0	0	0	236.315	1	88	77	159.955	0.187	236.315	2.504939
127_n3_kl_d4_1_1_1011	127_n3_kl_d4_1_1_1011.jpg	47	140.574	10.548	121	171	0	0	0	46.819	1	52	106	70.017	0.014	46.819	0.4962814
127_n3_kl_d4_1_1_449	127_n3_kl_d4_1_1_449.jpg	64	81.656	13.797	64	113	0	0	0	63.781	1	29	79	48.814	0.207	63.781	0.6760786
127_n3_kl_d4_1_1_654	127_n3_kl_d4_1_1_654.jpg	40	196.8	19.01	167	240	0	0	0	39.319	1	14	16	172.694	0.133	39.319	0.4167814
127_n3_kl_d4_1_1_838	127_n3_kl_d4_1_1_838.jpg	40	124.625	28.851	95	221	0	0	0	39.115	1	37	63	57.529	0.02	39.115	0.414619
127_n3_kl_d4_1_150_1411	127_n3_kl_d4_1_150_1411.jpg	34	126.559	30.312	104	238	0	0	0	33.422	1	15	28	38.928	0.042	33.422	0.3542732
127_n3_kl_d4_1_150_753	127_n3_kl_d4_1_150_753.jpg	32	153.031	22.698	123	232	0	0	0	31.145	1	20	16	5.528	0.015	31.145	0.330137
127_n3_kl_d4_2_1_1190	127_n3_kl_d4_2_1_1190.jpg	51	139.392	21.29	95	193	0	0	0	50.636	1	58	35	170.91	0.08	50.636	0.5367416
127_n3_kl_d4_2_1_532	127_n3_kl_d4_2_1_532.jpg	45	115.756	23.782	89	191	0	0	0	44.777	1	55	48	119.427	0.057	44.777	0.4746362
127_n3_kl_d4_2_1_606	127_n3_kl_d4_2_1_606.jpg	38	170.921	35.982	121	255	0	0	0	37.014	1	24	13	141.582	0.053	37.014	0.3923484
127_n4_gr_d1_1_1_112	127_n4_gr_d1_1_1_112.jpg	174	173.718	25.977	135	220	0	0	0	116.692	1	75	118	43.958	56.267	173.75	1.84175
127_n4_gr_d1_1_1_196	127_n4_gr_d1_1_1_196.jpg	224	153.442	30.782	102	226	0	0	0	212.434	1	97	196	41.947	32.142	223.063	2.3644678
127_n4_gr_d1_1_1_79	127_n4_gr_d1_1_1_79.jpg	147	195.442	17.554	162	222	0	0	0	95.258	1	58	152	85.786	50.799	146.686	1.5548716
127_n4_kl_d2_1_1_1015	127_n4_kl_d2_1_1_1015.jpg	49	175.755	23.306	149	255	0	0	0	48.384	1	16	39	161.94	0.051	48.384	0.5128704
127_n4_kl_d2_1_1_1034	127_n4_kl_d2_1_1_1034.jpg	52	187.404	13.471	168	225	0	0	0	51.088	1	77	45	3.366	0.119	51.088	0.5415328
127_n4_kl_d2_1_1_1285	127_n4_kl_d2_1_1_1285.jpg	71	146.338	17.19	114	215	0	0	0	70.661	1	18	34	153.072	0.089	70.661	0.7490066
127_n4_kl_d2_1_1_1393	127_n4_kl_d2_1_1_1393.jpg	52	177.731	13.61	157	224	0	0	0	51.039	1	58	61	124.624	0.111	51.039	0.5410134
127_n4_kl_d2_1_1_1405	127_n4_kl_d2_1_1_1405.jpg	47	177.043	8.209	163	216	0	0	0	46.043	1	28	33	145.62	0.096	46.043	0.4880558
127_n4_kl_d2_1_1_1501	127_n4_kl_d2_1_1_1501.jpg	41	178	10.154	155	204	0	0	0	40.361	1	40	37	138.013	0.009	40.361	0.4278266
127_n4_kl_d2_1_1_1516	127_n4_kl_d2_1_1_1516.jpg	15	158.067	4.367	152	166	0	0	0	14	1	38	45	90	0	14	0.1484
127_n4_kl_d2_1_1_1535	127_n4_kl_d2_1_1_1535.jpg	14	185.786	15.602	172	229	0	0	0	13.153	1	23	13	98.746	0.057	13.153	0.1394218
127_n4_kl_d2_1_1_1552	127_n4_kl_d2_1_1_1552.jpg	33	179.758	43.385	138	255	0	0	0	32.016	1	68	52	165.53	0.017	32.016	0.3393696
127_n4_kl_d2_1_1_172	127_n4_kl_d2_1_1_172.jpg	36	148.667	19.987	120	223	0	0	0	35.384	1	15	36	47.291	0.129	35.384	0.3750704
127_n4_kl_d2_1_1_2250	127_n4_kl_d2_1_1_2250.jpg	42	185.833	10.91	173	213	0	0	0	41.146	1	73	86	64.058	0.041	41.146	0.4361476
127_n4_kl_d2_1_1_2285	127_n4_kl_d2_1_1_2285.jpg	42	179.714	19.43	152	239	0	0	0	41.593	1	32	52	117.181	0.131	41.593	0.4408858
127_n4_kl_d2_1_1_307	127_n4_kl_d2_1_1_307.jpg	70	177.386	17.37	144	239	0	0	0	69.34	1	49	60	33.232	0.28	69.34	0.735004
127_n4_kl_d2_1_1_32	127_n4_kl_d2_1_1_32.jpg	47	173.021	22.922	152	255	0	0	0	46.53	1	29	22	171.347	0.124	46.53	0.493218
127_n4_kl_d2_1_1_387	127_n4_kl_d2_1_1_387.jpg	129	158.039	24.246	119	255	0	0	0	110.454	1	34	17	121.675	28.691	128.535	1.362471
127_n4_kl_d2_1_1_623	127_n4_kl_d2_1_1_623.jpg	31	163.774	38.707	120	255	0	0	0	30.364	1	48	49	72.759	0.128	30.364	0.3218584
127_n4_kl_d2_1_1_655	127_n4_kl_d2_1_1_655.jpg	33	189.091	31.39	161	255	0	0	0	32.249	1	17	93	7.125	0.07	32.249	0.3418394
127_n4_kl_d2_1_1_943	127_n4_kl_d2_1_1_943.jpg	39	170.744	26.268	145	255	0	0	0	38.833	1	36	39	168.111	0.075	38.833	0.4116298
127_n4_kl_d2_1_150_1962	127_n4_kl_d2_1_150_1962.jpg	32	198.469	16.17	176	240	0	0	0	31.906	1	18	24	32.196	0.109	31.906	0.3382036
127_n4_kl_d2_1_150_238	127_n4_kl_d2_1_150_238.jpg	15	199.933	20.502	177	242	0	0	0	14.866	1	11	16	19.654	0.04	14.866	0.1575796
127_n4_kl_d2_1_150_282	127_n4_kl_d2_1_150_282.jpg	17	181.588	33.151	129	234	0	0	0	16.553	1	15	28	64.983	0.005	16.553	0.1754618
127_n4_kl_d2_1_150_383	127_n4_kl_d2_1_150_383.jpg	29	189.172	20.86	168	235	0	0	0	28.636	1	14	5	155.225	0.112	28.636	0.3035416
127_n4_kl_d2_1_150_5707	127_n4_kl_d2_1_150_5707.jpg	18	190.722	20.23	171	239	0	0	0	17.493	1	11	16	30.964	0.011	17.493	0.1854258
127_n4_kl_d2_1_150_6146	127_n4_kl_d2_1_150_6146.jpg	20	183.9	23.971	163	241	0	0	0	19.849	1	12	21	40.914	0.03	19.849	0.2103994
127_n4_kl_d2_1_150_642	127_n4_kl_d2_1_150_642.jpg	15	190.8	14.507	170	229	0	0	0	14.142	1	8	38	45	1.33E-15	14.142	0.1499052
127_n4_kl_d2_1_150_901	127_n4_kl_d2_1_150_901.jpg	27	193.222	19.116	162	234	0	0	0	26	1	14	30	67.38	0.054	26	0.2756
127_n4_kl_d2_2_1_1064	127_n4_kl_d2_2_1_1064.jpg	19	209.684	28.933	173	255	0	0	0	18.248	1	21	28	99.462	0.012	18.248	0.1934288
127_n4_kl_d2_2_1_1073	127_n4_kl_d2_2_1_1073.jpg	65	161.323	29.642	116	233	0	0	0	64.938	1	74	32	99.752	0.281	64.938	0.6883428
127_n4_kl_d2_2_1_1085	127_n4_kl_d2_2_1_1085.jpg	45	153.8	26.13	113	219	0	0	0	44.181	1	39	88	84.806	0.15	44.181	0.4683186
127_n4_kl_d2_2_1_1157	127_n4_kl_d2_2_1_1157.jpg	35	223.2	23.549	191	255	0	0	0	34.015	1	33	96	91.685	0.11	34.015	0.360559
127_n4_kl_d2_2_1_1520	127_n4_kl_d2_2_1_1520.jpg	82	184.39	28.103	140	227	0	0	0	78.39	1	22	106	66.705	11.085	81.42	0.863052
127_n4_kl_d2_2_1_1532	127_n4_kl_d2_2_1_1532.jpg	21	167	29.878	139	232	0	0	0	20.025	1	28	11	92.862	0.048	20.025	0.212265
127_n4_kl_d2_2_1_1642	127_n4_kl_d2_2_1_1642.jpg	67	144.925	27.869	117	255	0	0	0	66.91	1	18	52	9.462	0.044	66.91	0.709246
127_n4_kl_d2_2_1_1819	127_n4_kl_d2_2_1_1819.jpg	24	183.167	38.314	143	255	0	0	0	23.707	1	92	40	152.354	0.06	23.707	0.2512942
127_n4_kl_d2_2_1_1845	127_n4_kl_d2_2_1_1845.jpg	46	185.109	18.385	143	227	0	0	0	45.891	1	56	18	168.69	0.152	45.891	0.4864446
127_n4_kl_d2_2_1_1882	127_n4_kl_d2_2_1_1882.jpg	24	203.625	22.114	175	254	0	0	0	23.022	1	88	26	92.49	0.004	23.022	0.2440332
127_n4_kl_d2_2_1_253	127_n4_kl_d2_2_1_253.jpg	50	180.22	16.376	159	239	0	0	0	49.518	1	108	43	133.363	0.118	49.518	0.5248908
127_n4_kl_d2_2_1_330	127_n4_kl_d2_2_1_330.jpg	75	174.907	17.938	151	255	0	0	0	74.277	1	52	62	133.363	0.177	74.277	0.7873362
127_n4_kl_d2_2_1_574	127_n4_kl_d2_2_1_574.jpg	27	204.926	22.299	166	255	0	0	0	26.173	1	17	59	46.548	0.022	26.173	0.2774338
127_n4_kl_d2_2_1_75	127_n4_kl_d2_2_1_75.jpg	58	178.862	17.753	153	255	0	0	0	57.271	1	20	24	167.905	0.095	57.271	0.6070726
127_n4_kl_d2_2_1_793	127_n4_kl_d2_2_1_793.jpg	55	165.527	16.428	147	204	0	0	0	54.203	1	62	105	29.876	0.117	54.203	0.5745518
127_n5_gr_d2_1_1_10	127_n5_gr_d2_1_1_10.jpg	929	213.329	14.882	179	255	0	0	0	868.577	1	192	71	166.62	136.818	928.159	9.8384854
127_n5_gr_d2_1_1_1004	127_n5_gr_d2_1_1_1004.jpg	118	195.559	21.748	156	234	0	0	0	117.038	1	35	174	88.531	1	118.017	1.2509802
127_n5_gr_d2_1_1_1008	127_n5_gr_d2_1_1_1008.jpg	220	114.532	34.03	83	255	0	0	0	219.914	1	168	62	150.287	0.816	219.914	2.3310884
127_n5_gr_d2_1_1_101	127_n5_gr_d2_1_1_101.jpg	129	212.07	10.997	196	255	0	0	0	128.406	1	28	21	142.595	0.212	128.406	1.3611036
127_n5_gr_d2_1_1_1031	127_n5_gr_d2_1_1_1031.jpg	48	206.229	13.71	179	231	0	0	0	47.424	1	15	30	114.944	0.046	47.424	0.5026944
127_n5_gr_d2_1_1_1035	127_n5_gr_d2_1_1_1035.jpg	126	182.183	13.254	164	230	0	0	0	125.1	1	32	134	50.839	0.35	125.1	1.32606
127_n5_gr_d2_1_1_136	127_n5_gr_d2_1_1_136.jpg	238	117.445	23.581	91	255	0	0	0	237.356	1	120	91	121.212	0.879	237.356	2.5159736
127_n5_gr_d2_1_1_186	127_n5_gr_d2_1_1_186.jpg	306	133.931	32.53	90	255	0	0	0	305.369	1	184	100	177.184	0.983	305.369	3.2369114
127_n5_gr_d2_1_1_187	127_n5_gr_d2_1_1_187.jpg	242	174.554	28.527	132	237	0	0	0	235.716	1	85	252	39.837	20.523	241.987	2.5650622
127_n5_gr_d2_1_1_219	127_n5_gr_d2_1_1_219.jpg	173	187.347	20.216	140	224	0	0	0	147.258	1	48	71	111.512	41.786	172.811	1.8317966
127_n5_gr_d2_1_1_230	127_n5_gr_d2_1_1_230.jpg	42	206.024	13.632	186	232	0	0	0	41.437	1	18	15	98.326	0.126	41.437	0.4392322
127_n5_gr_d2_1_1_248	127_n5_gr_d2_1_1_248.jpg	233	143.279	27.304	98	255	0	0	0	232.794	1	123	63	168.352	0.601	232.794	2.4676164
127_n5_gr_d2_1_1_309	127_n5_gr_d2_1_1_309.jpg	125	178.296	24.738	128	231	0	0	0	124.74	1	62	35	138.9	0.217	124.74	1.322244
127_n5_gr_d2_1_1_360	127_n5_gr_d2_1_1_360.jpg	219	199.256	18.097	156	226	0	0	0	218.929	1	53	80	119.258	0.925	218.929	2.3206474
127_n5_gr_d2_1_1_367	127_n5_gr_d2_1_1_367.jpg	317	104.237	22.073	84	212	0	0	0	316.362	1	97	492	81.639	0.77	316.362	3.3534372
127_n5_gr_d2_1_1_372	127_n5_gr_d2_1_1_372.jpg	174	139.443	34.426	92	228	0	0	0	173.159	1	184	216	83.367	0.4	173.159	1.8354854
127_n5_gr_d2_1_1_390	127_n5_gr_d2_1_1_390.jpg	222	172.811	19.465	133	210	0	0	0	221.779	1	99	90	9.08	0.779	221.817	2.3512602
127_n5_gr_d2_1_1_436	127_n5_gr_d2_1_1_436.jpg	124	212.75	9.764	189	232	0	0	0	123.065	1	75	155	88.137	0.295	123.065	1.304489
127_n5_gr_d2_1_1_471	127_n5_gr_d2_1_1_471.jpg	95	203.011	10.23	184	235	0	0	0	94.868	1	29	33	145.305	0.323	94.868	1.0056008
127_n5_gr_d2_1_1_473	127_n5_gr_d2_1_1_473.jpg	228	117.86	37.525	79	220	0	0	0	227.754	1	115	316	59.381	0.471	227.754	2.4141924
127_n5_gr_d2_1_1_476	127_n5_gr_d2_1_1_476.jpg	135	181.378	15.851	161	255	0	0	0	134.648	1	67	102	8.973	0.064	134.648	1.4272688
127_n5_gr_d2_1_1_477	127_n5_gr_d2_1_1_477.jpg	224	114.031	25.079	85	235	0	0	0	223.504	1	122	124	176.152	0.592	223.504	2.3691424
127_n5_gr_d2_1_1_48	127_n5_gr_d2_1_1_48.jpg	61	216.361	7.703	205	234	0	0	0	60.008	1	17	22	113.575	0.078	60.008	0.6360848
127_n5_gr_d2_1_1_51	127_n5_gr_d2_1_1_51.jpg	197	201.183	26.821	144	240	0	0	0	188.404	1	79	31	170.838	25.188	196.159	2.0792854
127_n5_gr_d2_1_1_554	127_n5_gr_d2_1_1_554.jpg	113	178.912	16.364	155	240	0	0	0	112.539	1	83	53	5.609	0.215	112.539	1.1929134
127_n5_gr_d2_1_1_569	127_n5_gr_d2_1_1_569.jpg	511	231.049	9.828	187	255	0	0	0	484.753	1	105	85	176.807	66.475	510.046	5.4064876
127_n5_gr_d2_1_1_600	127_n5_gr_d2_1_1_600.jpg	230	112.004	28.921	76	228	0	0	0	229.271	1	52	285	71.17	0.68	229.271	2.4302726
127_n5_gr_d2_1_1_601	127_n5_gr_d2_1_1_601.jpg	37	210.838	9.946	193	229	0	0	0	36.014	1	28	13	178.409	0.057	36.014	0.3817484
127_n5_gr_d2_1_1_616	127_n5_gr_d2_1_1_616.jpg	114	167.719	21.153	131	255	0	0	0	113.952	1	43	186	79.38	0.238	113.952	1.2078912
127_n5_gr_d2_1_1_649	127_n5_gr_d2_1_1_649.jpg	39	220.154	11.292	199	241	0	0	0	38.91	1	16	24	154.093	0.063	38.91	0.412446
127_n5_gr_d2_1_1_674	127_n5_gr_d2_1_1_674.jpg	65	183.138	22.998	147	232	0	0	0	64.351	1	51	20	122.949	0.057	64.351	0.6821206
127_n5_gr_d2_1_1_691	127_n5_gr_d2_1_1_691.jpg	219	173.119	26.64	131	227	0	0	0	214.56	1	37	339	78.166	21.585	218.993	2.3213258
127_n5_gr_d2_1_1_695	127_n5_gr_d2_1_1_695.jpg	127	191.197	12.065	176	231	0	0	0	126.752	1	29	30	145.934	0.146	126.752	1.3435712
127_n5_gr_d2_1_1_70	127_n5_gr_d2_1_1_70.jpg	746	229.004	12.621	181	255	0	0	0	717.824	1	153	103	174.083	83.796	745.71	7.904526
127_n5_gr_d2_1_1_715	127_n5_gr_d2_1_1_715.jpg	109	182.028	18.083	152	232	0	0	0	108.268	1	34	25	158.886	0.214	108.268	1.1476408
127_n5_gr_d2_1_1_741	127_n5_gr_d2_1_1_741.jpg	150	190.207	18.987	142	238	0	0	0	149.188	1	74	192	15.154	0.401	149.188	1.5813928
127_n5_gr_d2_1_1_776	127_n5_gr_d2_1_1_776.jpg	62	216.839	12.536	199	255	0	0	0	61.612	1	10	72	54.246	0.265	61.612	0.6530872
127_n5_gr_d2_1_1_789	127_n5_gr_d2_1_1_789.jpg	245	174.853	25.515	123	217	0	0	0	241.661	1	68	302	61.314	17.042	243.998	2.5863788
127_n5_gr_d2_1_1_802	127_n5_gr_d2_1_1_802.jpg	228	94.794	26.093	67	199	0	0	0	227.985	1	70	139	14.219	0.872	227.985	2.416641
127_n5_gr_d2_1_1_808	127_n5_gr_d2_1_1_808.jpg	205	186.161	24.58	137	219	0	0	0	200.482	1	86	153	30.915	15.065	204.532	2.1680392
127_n5_gr_d2_1_1_810	127_n5_gr_d2_1_1_810.jpg	44	174	23.782	143	223	0	0	0	43.566	1	16	62	80.754	0.187	43.566	0.4617996
127_n5_gr_d2_1_1_850	127_n5_gr_d2_1_1_850.jpg	230	98.552	34.783	67	239	0	0	0	229.473	1	79	165	27.793	0.827	229.473	2.4324138
127_n5_gr_d2_1_1_854	127_n5_gr_d2_1_1_854.jpg	90	199.267	11.464	178	227	0	0	0	89.694	1	26	38	157.724	0.351	89.694	0.9507564
127_n5_gr_d2_1_1_866	127_n5_gr_d2_1_1_866.jpg	239	127.008	30.846	85	255	0	0	0	238.214	1	153	357	80.577	0.321	238.214	2.5250684
127_n5_gr_d2_1_1_892	127_n5_gr_d2_1_1_892.jpg	34	158.941	13.122	145	206	0	0	0	33.615	1	23	30	30.379	0.071	33.615	0.356319
127_n5_gr_d2_1_1_910	127_n5_gr_d2_1_1_910.jpg	64	202.672	14.112	185	255	0	0	0	63.285	1	23	86	58.57	0.078	63.285	0.670821
127_n5_gr_d2_1_1_944	127_n5_gr_d2_1_1_944.jpg	35	195.743	13.961	169	220	0	0	0	34.234	1	33	13	173.29	0.125	34.234	0.3628804
127_n5_gr_d2_1_1_960	127_n5_gr_d2_1_1_960.jpg	223	130.57	22.349	99	196	0	0	0	222.74	1	60	150	135.182	0.707	222.74	2.361044
127_n5_gr_d2_1_1_966	127_n5_gr_d2_1_1_966.jpg	39	195.923	16.317	177	255	0	0	0	38.419	1	13	38	38.66	0.107	38.419	0.4072414
127_n5_gr_d2_2_1_110	127_n5_gr_d2_2_1_110.jpg	285	171.853	23.819	127	226	0	0	0	271.271	1	80	132	98.907	38.517	284.298	3.0135588
127_n5_gr_d2_2_1_143	127_n5_gr_d2_2_1_143.jpg	71	203.676	11.153	183	231	0	0	0	70.214	1	19	97	63.8	0.245	70.214	0.7442684
127_n5_gr_d2_2_1_229	127_n5_gr_d2_2_1_229.jpg	195	158.774	27.144	109	230	0	0	0	194.987	1	51	85	169.958	0.143	194.987	2.0668622
127_n5_gr_d2_2_1_244	127_n5_gr_d2_2_1_244.jpg	204	198.206	24.694	156	243	0	0	0	181.373	1	59	74	131.424	42.725	203.21	2.154026
127_n5_gr_d2_2_1_256	127_n5_gr_d2_2_1_256.jpg	165	198.915	12.498	176	255	0	0	0	164.125	1	62	82	18.104	0.297	164.125	1.739725
127_n5_gr_d2_2_1_287	127_n5_gr_d2_2_1_287.jpg	108	203.639	13.333	185	255	0	0	0	107.079	1	62	56	11.31	0.355	107.079	1.1350374
127_n5_gr_d2_2_1_318	127_n5_gr_d2_2_1_318.jpg	298	169.859	24.325	126	230	0	0	0	297.607	1	61	406	86.34	0.833	297.607	3.1546342
127_n5_gr_d2_2_1_383	127_n5_gr_d2_2_1_383.jpg	123	196.211	23.023	156	255	0	0	0	122.801	1	41	105	37.057	0.121	122.801	1.3016906
127_n5_gr_d2_2_1_47	127_n5_gr_d2_2_1_47.jpg	92	148.489	32.125	116	226	0	0	0	91.022	1	26	97	35.611	0.176	91.022	0.9648332
127_n5_gr_d2_2_1_476	127_n5_gr_d2_2_1_476.jpg	245	176.351	26.044	128	229	0	0	0	241.961	1	99	54	162.688	13.09	244.277	2.5893362
127_n5_gr_d2_2_1_503	127_n5_gr_d2_2_1_503.jpg	271	158	29.129	110	236	0	0	0	270.03	1	104	54	179.151	0.713	270.03	2.862318
127_n5_gr_d2_2_1_517	127_n5_gr_d2_2_1_517.jpg	184	180.353	20.669	142	240	0	0	0	183.461	1	107	81	175.937	0.203	183.461	1.9446866
127_n5_gr_d2_2_1_60	127_n5_gr_d2_2_1_60.jpg	116	186.586	16.82	158	223	0	0	0	103.247	1	32	148	68.405	26.307	115.974	1.2293244
127_n5_gr_d2_2_1_619	127_n5_gr_d2_2_1_619.jpg	127	195.291	20.793	146	241	0	0	0	126.178	1	36	27	118.393	0.236	126.178	1.3374868
127_n5_gr_d2_2_1_623	127_n5_gr_d2_2_1_623.jpg	171	143.702	27.936	105	220	0	0	0	170.848	1	54	116	95.711	0.628	170.848	1.8109888
127_n5_gr_d2_2_1_641	127_n5_gr_d2_2_1_641.jpg	113	217.531	9.331	198	236	0	0	0	112.379	1	48	169	78.19	0.373	112.379	1.1912174
127_n5_gr_d2_2_1_667	127_n5_gr_d2_2_1_667.jpg	219	115.274	33.111	79	216	0	0	0	218.586	1	109	54	147.328	0.657	218.586	2.3170116
127_n5_gr_d2_2_1_673	127_n5_gr_d2_2_1_673.jpg	199	136.648	26.066	95	235	0	0	0	198.698	1	94	121	22.176	0.611	198.698	2.1061988
127_n5_gr_d2_2_1_693	127_n5_gr_d2_2_1_693.jpg	231	106.359	22.135	73	223	0	0	0	229.996	1	165	193	9.258	0.973	229.996	2.4379576
127_n5_gr_d2_2_1_702	127_n5_gr_d2_2_1_702.jpg	266	186.883	24.773	138	230	0	0	0	261.398	1	118	48	174.071	19.359	265.854	2.8180524
127_n5_gr_d2_2_1_715	127_n5_gr_d2_2_1_715.jpg	95	214.979	13.745	186	241	0	0	0	94.149	1	19	24	102.265	0.387	94.149	0.9979794
127_n5_gr_d2_2_1_800	127_n5_gr_d2_2_1_800.jpg	150	198.987	17.904	163	231	0	0	0	132.004	1	39	139	52.696	33.058	149.264	1.5821984
127_n5_gr_d2_2_1_801	127_n5_gr_d2_2_1_801.jpg	74	207.541	8.603	193	240	0	0	0	73.43	1	27	25	119.358	0.182	73.43	0.778358
127_n5_gr_d2_2_1_850	127_n5_gr_d2_2_1_850.jpg	207	135.71	31.042	101	241	0	0	0	206.959	1	100	86	138.918	0.295	206.959	2.1937654
127_n5_gr_d2_2_1_882	127_n5_gr_d2_2_1_882.jpg	167	184.778	26.17	137	226	0	0	0	157.813	1	63	162	33.891	22.575	167.007	1.7702742
127_n5_gr_d2_2_1_890	127_n5_gr_d2_2_1_890.jpg	141	174.142	21.858	147	255	0	0	0	140.228	1	77	74	176.73	0.562	140.228	1.4864168
127_n5_gr_d2_2_1_898	127_n5_gr_d2_2_1_898.jpg	181	136.84	37.453	93	255	0	0	0	180.878	1	95	136	171.736	0.743	180.878	1.9173068
127_n5_gr_d2_2_1_917	127_n5_gr_d2_2_1_917.jpg	227	172.811	24.425	122	220	0	0	0	226.268	1	45	357	87.213	0.843	226.268	2.3984408
127_n5_gr_d2_2_1_932	127_n5_gr_d2_2_1_932.jpg	45	223.622	9.654	207	243	0	0	0	44.385	1	33	23	165.651	0.25	44.417	0.4708202
127_n5_gr_d2_2_1_992	127_n5_gr_d2_2_1_992.jpg	217	85.742	17.051	68	177	0	0	0	216.412	1	155	50	159.723	0.842	216.412	2.2939672
127_n5_kl_d16_1_1_1027	127_n5_kl_d16_1_1_1027.jpg	45	156.778	33.028	124	241	0	0	0	43.658	1	17	31	110.095	0.94	44.324	0.4698344
127_n5_kl_d16_1_1_1256	127_n5_kl_d16_1_1_1256.jpg	49	169.122	11.272	152	189	0	0	0	48.26	1	17	26	174.053	0.045	48.26	0.511556
127_n5_kl_d16_1_1_139	127_n5_kl_d16_1_1_139.jpg	42	199.5	27.854	165	255	0	0	0	41.146	1	20	16	154.058	0.041	41.146	0.4361476
