object_id	image name	Area	Mean	StdDev	Min	Max	Major	Minor	Angle	Feret	Slice	FeretX	FeretY	FeretAngle	MinFeret	Length (pixel)	Length (mm)
19_500_n5_d4_2_1_37	19_500_n5_d4_2_1_37.jpg	170	197.571	20.443	160	255	0	0	0	169.924	1	27	46	112.49	0.029	169.924	1.8011944
19_500_n5_d4_2_1_371	19_500_n5_d4_2_1_371.jpg	390	229.218	13.812	202	255	0	0	0	271.089	1	55	134	19.839	127.408	389.304	4.1266224
19_500_n5_d4_2_1_378	19_500_n5_d4_2_1_378.jpg	158	166.677	20.813	127	255	0	0	0	157.953	1	97	51	138.336	0.451	157.953	1.6743018
19_500_n5_d4_2_1_382	19_500_n5_d4_2_1_382.jpg	147	178.224	32.865	111	243	0	0	0	146.813	1	29	160	58.367	0.341	146.813	1.5562178
19_500_n5_d4_2_1_46	19_500_n5_d4_2_1_46.jpg	181	229.193	11.077	198	255	0	0	0	180.693	1	76	31	165.579	0.25	180.693	1.9153458
19_500_n5_d4_2_1_70	19_500_n5_d4_2_1_70.jpg	154	210.247	21.557	172	255	0	0	0	151.327	1	45	97	29.275	12.298	153.227	1.6242062
19_500_n5_d4_2_1_79	19_500_n5_d4_2_1_79.jpg	424	234.771	8.297	207	255	0	0	0	379.39	1	75	184	22.306	86.24	423.686	4.4910716
19_500_n5_d4_2_1_86	19_500_n5_d4_2_1_86.jpg	207	197.816	33.186	133	244	0	0	0	206.41	1	42	210	40.481	0.069	206.41	2.187946
19_500_n5_d4_2_1_94	19_500_n5_d4_2_1_94.jpg	217	183.594	24.981	127	255	0	0	0	216.633	1	80	172	37.875	0.473	216.633	2.2963098
19_64_n1_d4_1_1015	19_64_n1_d4_1_1015.jpg	75	161.053	36.249	74	227	0	0	70.346	74.33	1	96	117	70.346	0.2	74.33	0.787898
19_64_n1_d4_1_1047	19_64_n1_d4_1_1047.jpg	62	187.823	11.408	168	224	0	0	64.699	60.836	1	45	103	64.699	0.211	60.836	0.6448616
19_64_n1_d4_1_158	19_64_n1_d4_1_158.jpg	44	201.818	15.402	183	255	0	0	-52.595	42.802	1	34	29	127.405	0.071	42.802	0.4537012
19_64_n1_d4_1_288	19_64_n1_d4_1_288.jpg	32	194.75	16.184	173	223	0	0	33.179	31.064	1	11	45	33.179	0.097	31.064	0.3292784
19_64_n1_d4_1_307	19_64_n1_d4_1_307.jpg	67	164.522	27.629	134	225	0	0	69.647	66.129	1	31	96	69.647	0.169	66.129	0.7009674
19_64_n1_d4_1_314	19_64_n1_d4_1_314.jpg	97	176.134	16.473	146	225	0	0	28.706	95.771	1	51	82	28.706	0.344	95.771	1.0151726
19_64_n1_d4_1_319	19_64_n1_d4_1_319.jpg	90	173.044	21.424	148	234	0	0	-150.255	88.685	1	47	88	29.745	0.379	88.685	0.940061
19_64_n1_d4_1_366	19_64_n1_d4_1_366.jpg	69	182.188	32.071	133	239	0	0	-162.897	68.007	1	38	62	17.103	0.122	68.007	0.7208742
19_64_n1_d4_1_391	19_64_n1_d4_1_391.jpg	44	223.932	9.449	209	238	0	0	-39.289	42.638	1	14	20	140.711	0.157	42.638	0.4519628
19_64_n1_d4_1_576	19_64_n1_d4_1_576.jpg	90	137.989	30.716	102	204	0	0	142.745	89.202	1	21	32	142.745	0.381	89.202	0.9455412
19_64_n1_d4_1_582	19_64_n1_d4_1_582.jpg	57	203.684	15.431	173	232	0	0	177.955	56.036	1	22	29	177.955	0.044	56.036	0.5939816
19_64_n1_d4_1_625	19_64_n1_d4_1_625.jpg	35	208	15.448	186	240	0	0	105.255	34.205	1	28	23	105.255	0.146	34.205	0.362573
19_64_n1_d4_1_653	19_64_n1_d4_1_653.jpg	70	193	26.904	150	239	0	0	-62.319	68.884	1	35	18	117.681	0.218	68.884	0.7301704
19_64_n1_d4_1_716	19_64_n1_d4_1_716.jpg	65	181.108	19.966	154	231	0	0	136.273	63.655	1	22	31	136.273	0.252	63.655	0.674743
19_64_n2_d16_1_104	19_64_n2_d16_1_104.jpg	189	188.37	10.815	167	216	0	0	0	174.734	1	46	39	95.254	33.128	188.759	2.0008454
19_64_n2_d16_1_123	19_64_n2_d16_1_123.jpg	95	211.337	18.683	165	234	0	0	0	93.231	1	37	107	67.286	8.265	94.644	1.0032264
19_64_n2_d16_1_186	19_64_n2_d16_1_186.jpg	39	198.026	16.814	176	227	0	0	0	38.419	1	14	46	38.66	0.107	38.419	0.4072414
19_64_n2_d16_1_189	19_64_n2_d16_1_189.jpg	30	185.433	21.436	165	240	0	0	0	29.428	1	32	18	170.218	0.112	29.428	0.3119368
19_64_n2_d16_1_311	19_64_n2_d16_1_311.jpg	73	177.438	18.181	149	213	0	0	0	72.007	1	31	55	0.796	0.257	72.007	0.7632742
19_64_n2_d16_1_316	19_64_n2_d16_1_316.jpg	43	202.953	18.339	179	255	0	0	0	42.379	1	14	11	109.29	0.155	42.379	0.4492174
19_64_n2_d16_1_343	19_64_n2_d16_1_343.jpg	203	185.039	11.708	150	208	0	0	0	196.37	1	39	25	149.387	21.21	202.949	2.1512594
19_64_n2_d16_1_410	19_64_n2_d16_1_410.jpg	197	191.848	11.723	157	227	0	0	0	191.065	1	44	15	178.5	23.139	196.704	2.0850624
19_64_n2_d16_1_417	19_64_n2_d16_1_417.jpg	47	165.447	26.847	131	232	0	0	0	46.325	1	9	28	122.661	0.13	46.325	0.491045
19_64_n2_d16_1_445	19_64_n2_d16_1_445.jpg	50	181.96	31.948	137	235	0	0	0	49.649	1	38	27	124.33	0.147	49.649	0.5262794
19_64_n2_d16_1_463	19_64_n2_d16_1_463.jpg	278	207.327	13.54	181	255	0	0	0	262.292	1	38	299	69.7	43.662	277.099	2.9372494
19_64_n2_d16_1_549	19_64_n2_d16_1_549.jpg	66	162.818	30.966	120	237	0	0	0	65.123	1	38	20	93.521	0.024	65.123	0.6903038
19_64_n2_d16_1_574	19_64_n2_d16_1_574.jpg	37	212.324	7.807	203	242	0	0	0	36.674	1	10	22	154.134	0.086	36.674	0.3887444
19_64_n2_d16_1_576	19_64_n2_d16_1_576.jpg	60	182.367	42.155	107	244	0	0	0	59.548	1	45	57	40.914	0.089	59.548	0.6312088
19_64_n2_d16_1_579	19_64_n2_d16_1_579.jpg	56	180.839	30.261	140	255	0	0	0	55.803	1	19	37	143.746	0.24	55.803	0.5915118
19_64_n2_d16_1_592	19_64_n2_d16_1_592.jpg	156	224.224	14.489	184	255	0	0	0	130.648	1	36	140	61.67	26.426	155.301	1.6461906
19_64_n2_d16_1_633	19_64_n2_d16_1_633.jpg	49	185.653	33.239	147	255	0	0	0	48.6	1	10	15	126.634	0.114	48.6	0.51516
19_64_n2_d16_1_720	19_64_n2_d16_1_720.jpg	74	197.297	26.837	147	243	0	0	0	73.736	1	45	87	69.353	0.189	73.736	0.7816016
19_64_n2_d16_1_742	19_64_n2_d16_1_742.jpg	41	195.049	19.42	168	239	0	0	0	40.46	1	19	47	50.013	0.009	40.46	0.428876
19_64_n2_d16_1_767	19_64_n2_d16_1_767.jpg	44	195.568	18.539	159	235	0	0	0	43.658	1	23	37	20.095	0.073	43.658	0.4627748
19_64_n2_d16_1_810	19_64_n2_d16_1_810.jpg	56	157.286	51.232	98	241	0	0	0	55.227	1	37	123	174.806	0.187	55.227	0.5854062
19_64_n2_d16_1_834	19_64_n2_d16_1_834.jpg	114	208.877	12.279	168	232	0	0	0	103.175	1	30	19	146.464	22.305	113.803	1.2063118
19_64_n3_d8_1_16	19_64_n3_d8_1_16.jpg	65	166.031	41.924	100	255	0	0	0	64.14	1	20	18	120.964	0.041	64.14	0.679884
19_64_n3_d8_1_187	19_64_n3_d8_1_187.jpg	40	214.725	16.188	186	255	0	0	0	39.013	1	13	34	178.531	0.021	39.013	0.4135378
19_64_n3_d8_1_220	19_64_n3_d8_1_220.jpg	108	197.991	14.37	180	255	0	0	0	107.708	1	30	177	77.125	0.235	107.708	1.1417048
19_64_n3_d8_1_228	19_64_n3_d8_1_228.jpg	96	168.167	37.311	115	232	0	0	0	95.273	1	26	69	20.908	0.153	95.273	1.0098938
19_64_n3_d8_1_251	19_64_n3_d8_1_251.jpg	55	209.145	21.105	177	255	0	0	0	54.672	1	14	9	129.806	0.186	54.672	0.5795232
19_64_n3_d8_1_255	19_64_n3_d8_1_255.jpg	87	189.034	19.611	159	239	0	0	0	86.122	1	44	26	167.255	0.369	86.122	0.9128932
19_64_n3_d8_1_269	19_64_n3_d8_1_269.jpg	71	208.183	14.343	183	233	0	0	0	70.434	1	20	21	128.66	0.196	70.434	0.7466004
19_64_n3_d8_1_277	19_64_n3_d8_1_277.jpg	58	208.5	16.848	176	240	0	0	0	57.385	1	13	13	138.532	0.032	57.385	0.608281
19_64_n3_d8_1_312	19_64_n3_d8_1_312.jpg	47	180.106	21.059	154	242	0	0	0	46.098	1	34	35	93.731	0.186	46.098	0.4886388
19_64_n3_d8_1_315	19_64_n3_d8_1_315.jpg	71	200.366	20.54	161	227	0	0	0	70.725	1	20	15	146.535	0.043	70.725	0.749685
19_64_n3_d8_1_325	19_64_n3_d8_1_325.jpg	63	215.794	10.574	197	240	0	0	0	62.298	1	18	17	108.726	0.245	62.298	0.6603588
19_64_n3_d8_1_329	19_64_n3_d8_1_329.jpg	97	168.392	23.988	132	255	0	0	0	84.172	1	21	103	76.954	18.737	96.65	1.02449
19_64_n3_d8_1_330	19_64_n3_d8_1_330.jpg	73	168.247	33.355	129	255	0	0	0	72.111	1	27	129	86.82	0.226	72.111	0.7643766
19_64_n3_d8_1_372	19_64_n3_d8_1_372.jpg	53	214.434	9.848	192	235	0	0	0	52.924	1	28	12	157.797	0.188	52.924	0.5609944
19_64_n3_d8_1_46	19_64_n3_d8_1_46.jpg	74	198.986	16.529	158	231	0	0	0	73.41	1	54	79	37.807	0.248	73.41	0.778146
19_64_n3_d8_1_518	19_64_n3_d8_1_518.jpg	74	192.189	18.442	142	222	0	0	0	73.246	1	18	45	128.904	0.123	73.246	0.7764076
19_64_n3_d8_1_559	19_64_n3_d8_1_559.jpg	104	214.452	19.53	180	255	0	0	0	99.745	1	16	122	64.463	13.815	103.513	1.0972378
19_64_n3_d8_1_593	19_64_n3_d8_1_593.jpg	304	226.75	11.138	203	255	0	0	0	300.017	1	67	28	165.917	18.743	303.156	3.2134536
19_64_n3_d8_1_863	19_64_n3_d8_1_863.jpg	77	151.195	36.125	107	228	0	0	0	76.026	1	33	22	91.507	0.01	76.026	0.8058756
19_64_n3_d8_1_870	19_64_n3_d8_1_870.jpg	58	210.586	15.456	183	238	0	0	0	57.489	1	24	72	49.939	0.061	57.489	0.6093834
19_64_n3_d8_1_935	19_64_n3_d8_1_935.jpg	73	211.767	19.712	163	255	0	0	0	72.945	1	12	23	123.254	0.313	72.945	0.773217
19_64_n4_d16_1_1	19_64_n4_d16_1_1.jpg	31	206.774	8.496	193	227	0	0	0	30.364	1	25	39	72.759	0.128	30.364	0.3218584
19_64_n4_d16_1_593	19_64_n4_d16_1_593.jpg	46	204	10.635	185	232	0	0	0	45.31	1	32	42	22.036	0.029	45.31	0.480286
19_64_n5_d16_1_107	19_64_n5_d16_1_107.jpg	87	163.184	32.759	121	238	0	0	0	86.77	1	35	31	152.549	0.074	86.77	0.919762
19_64_n5_d16_1_152	19_64_n5_d16_1_152.jpg	43	221.581	9.691	210	255	0	0	0	42.544	1	19	32	23.552	0.039	42.544	0.4509664
19_64_n5_d16_1_189	19_64_n5_d16_1_189.jpg	98	216.878	13.357	199	255	0	0	0	97.329	1	23	140	85.285	0.365	97.329	1.0316874
19_64_n5_d16_1_236	19_64_n5_d16_1_236.jpg	67	224.06	7.759	205	240	0	0	0	66.219	1	17	23	141.746	0.284	66.219	0.7019214
19_64_n5_d16_1_297	19_64_n5_d16_1_297.jpg	50	139.9	27.135	112	237	0	0	0	49.041	1	19	44	16.587	0.075	49.041	0.5198346
19_64_n5_d16_1_479	19_64_n5_d16_1_479.jpg	45	216.422	9.109	207	255	0	0	0	44.181	1	47	17	5.194	0.15	44.181	0.4683186
19_64_n5_d16_1_486	19_64_n5_d16_1_486.jpg	55	214.455	8.089	200	234	0	0	0	54.083	1	16	19	176.82	0.17	54.083	0.5732798
19_64_n5_d16_1_540	19_64_n5_d16_1_540.jpg	98	206.459	12.004	183	238	0	0	0	97.268	1	33	46	14.893	0.181	97.268	1.0310408
19_64_n5_d16_1_65	19_64_n5_d16_1_65.jpg	68	236.735	18.614	205	255	0	0	0	67.231	1	13	12	149.621	0.142	67.231	0.7126486
19_64_n5_d16_1_725	19_64_n5_d16_1_725.jpg	98	180.765	19.304	147	255	0	0	0	97.622	1	23	160	83.53	0.051	97.622	1.0347932
19_64_n5_d16_1_85	19_64_n5_d16_1_85.jpg	42	189.595	29.324	151	255	0	0	0	41	1	12	21	102.68	0.129	41	0.4346
19_n1_64_d4_150_1782	19_n1_64_d4_150_1782.jpg	40	183.525	15.622	168	221	0	0	0	39.962	1	12	10	121.701	0.14	39.962	0.4235972
19_n1_64_d4_150_2228	19_n1_64_d4_150_2228.jpg	34	220.265	9.824	207	239	0	0	0	33.377	1	10	46	81.384	0.067	33.377	0.3537962
19_n2_64_d16_150_1154	19_n2_64_d16_150_1154.jpg	33	215.212	15.116	194	255	0	0	0	32.062	1	9	14	176.424	0.043	32.062	0.3398572
19_n3_64_d8_150_2028	19_n3_64_d8_150_2028.jpg	30	183.133	38.887	134	255	0	0	0	29.069	1	11	17	176.055	0.028	29.069	0.3081314
19_n4_64_d16_150_942	19_n4_64_d16_150_942.jpg	15	234.533	8.271	222	255	0	0	0	14.142	1	63	36	171.87	0.032	14.142	0.1499052
19_n5_64_d16_150_1037	19_n5_64_d16_150_1037.jpg	32	186.062	21.277	166	255	0	0	0	31.78	1	15	11	114.146	0.081	31.78	0.336868
25_n1_1000_d2_1_116	25_n1_1000_d2_1_116.jpg	652	146.71	29.061	98	219	0	0	0	651.292	1	594	212	134.316	2.095	651.292	6.9036952
25_n1_1000_d2_1_143	25_n1_1000_d2_1_143.jpg	137	123.066	41.666	83	232	0	0	0	136.066	1	134	284	97.177	0.421	136.066	1.4422996
25_n1_1000_d2_1_147	25_n1_1000_d2_1_147.jpg	263	128.878	29.704	97	255	0	0	0	262.711	1	322	432	77.022	0.1	262.711	2.7847366
25_n1_1000_d2_1_148	25_n1_1000_d2_1_148.jpg	501	142.283	13.888	113	243	0	0	0	500.977	1	194	731	74.604	0.913	500.977	5.3103562
25_n1_1000_d2_1_162	25_n1_1000_d2_1_162.jpg	266	200.962	39.958	112	255	0	0	0	265.277	1	308	1292	95.625	0.577	265.277	2.8119362
25_n1_1000_d2_1_176	25_n1_1000_d2_1_176.jpg	206	139.539	55.664	82	255	0	0	0	205.139	1	88	71	133.42	0.287	205.139	2.1744734
25_n1_1000_d2_1_2	25_n1_1000_d2_1_2.jpg	272	159.713	24.259	116	255	0	0	0	271.582	1	334	265	147.48	0.094	271.582	2.8787692
25_n1_1000_d2_1_40	25_n1_1000_d2_1_40.jpg	199	109.784	38.984	70	226	0	0	0	198.04	1	53	133	1.157	0.544	198.04	2.099224
25_n1_1000_d2_1_66	25_n1_1000_d2_1_66.jpg	183	141.699	39.547	99	232	0	0	0	182.88	1	56	43	128.562	0.198	182.88	1.938528
25_n1_1000_d2_1_68	25_n1_1000_d2_1_68.jpg	305	110.036	18.708	88	226	0	0	0	304.792	1	109	214	118.836	0.875	304.792	3.2307952
25_n1_1000_d2_1_78	25_n1_1000_d2_1_78.jpg	536	118.849	29.608	86	242	0	0	0	535.934	1	477	916	59.128	1.197	535.934	5.6809004
25_n1_1000_d2_1_79	25_n1_1000_d2_1_79.jpg	78	195.897	21.398	163	255	0	0	0	77.492	1	43	36	162.734	0.317	77.492	0.8214152
25_n1_1000_d2_1_93	25_n1_1000_d2_1_93.jpg	49	175.102	36.83	119	231	0	0	0	48.847	1	15	34	22.891	0.093	48.847	0.5177782
25_n1_1000_d2_1_94	25_n1_1000_d2_1_94.jpg	469	141.921	24.836	91	226	0	0	0	468.88	1	241	228	140.539	0.316	468.88	4.970128
25_n1_1000_d2_1_98	25_n1_1000_d2_1_98.jpg	298	160.346	20.624	121	221	0	0	0	297.473	1	69	71	117.857	0.741	297.473	3.1532138
25_n1_500_d2_1_109	25_n1_500_d2_1_109.jpg	113	171.451	33.899	130	255	0	0	0	112.645	1	69	139	35.242	0.476	112.645	1.194037
25_n1_500_d2_1_113	25_n1_500_d2_1_113.jpg	118	145.525	41.134	105	255	0	0	0	117.801	1	30	138	52.936	0.133	117.801	1.2486906
25_n1_500_d2_1_115	25_n1_500_d2_1_115.jpg	50	144.84	27.196	121	255	0	0	0	49.204	1	92	92	37.569	0.059	49.204	0.5215624
25_n1_500_d2_1_14	25_n1_500_d2_1_14.jpg	177	184.633	20.973	153	235	0	0	0	162.29	1	29	48	124.963	27.535	176.919	1.8753414
25_n1_500_d2_1_143	25_n1_500_d2_1_143.jpg	115	160.165	40.369	110	239	0	0	0	114.856	1	35	133	35.074	0.148	114.856	1.2174736
25_n1_500_d2_1_168	25_n1_500_d2_1_168.jpg	159	116.226	29.427	97	255	0	0	0	158.345	1	57	89	115.432	0.187	158.345	1.678457
25_n1_500_d2_1_33	25_n1_500_d2_1_33.jpg	85	228.529	12.765	199	255	0	0	0	84.077	1	21	26	116.87	0.191	84.077	0.8912162
25_n1_500_d2_1_43	25_n1_500_d2_1_43.jpg	124	148.734	38.05	104	236	0	0	0	123.483	1	36	141	65.095	0.205	123.483	1.3089198
25_n1_500_d2_1_49	25_n1_500_d2_1_49.jpg	141	184.745	21.948	150	231	0	0	0	140.129	1	30	66	177.546	0.112	140.129	1.4853674
25_n1_500_d2_1_82	25_n1_500_d2_1_82.jpg	94	194.617	20.638	162	255	0	0	0	93.145	1	38	71	165.069	0.111	93.145	0.987337
25_n1_500_d2_1_90	25_n1_500_d2_1_90.jpg	178	191.848	20.933	163	255	0	0	0	177.496	1	31	38	135.685	0.572	177.496	1.8814576
25_n1_64_d16_1_214	25_n1_64_d16_1_214.jpg	79	163.962	12.213	139	190	0	0	0	78.492	1	45	109	45.516	0.022	78.492	0.8320152
25_n1_64_d16_1_222	25_n1_64_d16_1_222.jpg	87	196.575	26.436	142	255	0	0	0	86.649	1	44	30	108.853	0.222	86.649	0.9184794
25_n1_64_d16_1_79	25_n1_64_d16_1_79.jpg	75	148.227	38.779	91	244	0	0	0	74.726	1	51	61	15.524	0.031	74.726	0.7920956
25_n1_64_d16_150_213	25_n1_64_d16_150_213.jpg	27	159.481	24.94	139	232	0	0	0	26.833	1	13	44	63.435	0.03	26.833	0.2844298
25_n1_64_d16_150_656	25_n1_64_d16_150_656.jpg	31	209.258	20.63	168	255	0	0	0	30.017	1	10	24	119.982	0.01	30.017	0.3181802
25_n2_1000_d8_1_102	25_n2_1000_d8_1_102.jpg	75	228.973	3.81	218	241	0	0	0	74.061	1	19	279	177.678	0.231	74.061	0.7850466
25_n2_1000_d8_1_123	25_n2_1000_d8_1_123.jpg	279	112.337	19.968	90	181	0	0	0	278.993	1	93	185	140.089	0.435	278.993	2.9573258
25_n2_1000_d8_1_141	25_n2_1000_d8_1_141.jpg	283	99.608	30.21	69	243	0	0	0	282.002	1	171	388	73.943	0.281	282.002	2.9892212
25_n2_1000_d8_1_142	25_n2_1000_d8_1_142.jpg	300	111.273	43.063	62	226	0	0	0	299.376	1	84	94	170.192	1.001	299.376	3.1733856
25_n2_1000_d8_1_180	25_n2_1000_d8_1_180.jpg	370	82.884	22.611	66	255	0	0	0	369.14	1	323	192	165.888	0.719	369.14	3.912884
25_n2_1000_d8_1_198	25_n2_1000_d8_1_198.jpg	297	95.273	29.736	70	255	0	0	0	296.422	1	253	444	84.386	0.592	296.422	3.1420732
25_n2_1000_d8_1_24	25_n2_1000_d8_1_24.jpg	255	117.208	25.206	93	211	0	0	0	254.81	1	121	95	132.455	0.199	254.81	2.700986
25_n2_1000_d8_1_26	25_n2_1000_d8_1_26.jpg	266	128.447	37.922	97	232	0	0	0	265.631	1	86	83	108.435	0.302	265.631	2.8156886
25_n2_1000_d8_1_29	25_n2_1000_d8_1_29.jpg	284	125.715	40.952	83	227	0	0	0	283.82	1	78	110	127.556	0.279	283.82	3.008492
25_n2_1000_d8_1_38	25_n2_1000_d8_1_38.jpg	360	248.889	11.009	211	255	0	0	0	359.089	1	76	283	29.349	0.946	359.089	3.8063434
25_n2_1000_d8_1_67	25_n2_1000_d8_1_67.jpg	293	101.423	24.884	70	179	0	0	0	292.933	1	248	232	26.128	0.653	292.933	3.1050898
25_n2_1000_d8_1_75	25_n2_1000_d8_1_75.jpg	208	156.635	24.147	119	232	0	0	0	207.422	1	56	287	50.477	0.082	207.422	2.1986732
25_n2_1000_d8_1_79	25_n2_1000_d8_1_79.jpg	314	113.561	27.218	79	227	0	0	0	313.27	1	126	524	87.622	0.665	313.27	3.320662
25_n2_1000_d8_1_88	25_n2_1000_d8_1_88.jpg	257	105.16	32.148	81	210	0	0	0	256.681	1	135	452	81.712	0.95	256.681	2.7208186
25_n2_1000_d8_1_94	25_n2_1000_d8_1_94.jpg	198	119.672	18.624	100	191	0	0	0	197.975	1	101	342	70.833	0.577	197.975	2.098535
25_n2_500_d4_1_104	25_n2_500_d4_1_104.jpg	374	129.174	35.584	88	240	0	0	0	231.905	1	52	113	156.088	115.567	373.222	3.9561532
25_n2_500_d4_1_106	25_n2_500_d4_1_106.jpg	72	144.069	39.3	106	239	0	0	0	71.169	1	44	63	19.708	0.258	71.169	0.7543914
25_n2_500_d4_1_110	25_n2_500_d4_1_110.jpg	280	164.154	28.628	114	221	0	0	0	276.101	1	68	88	172.926	19.366	279.012	2.9575272
25_n2_500_d4_1_112	25_n2_500_d4_1_112.jpg	112	119.214	23.189	93	188	0	0	0	111.893	1	34	59	151.144	0.282	111.893	1.1860658
25_n2_500_d4_1_13	25_n2_500_d4_1_13.jpg	185	183.897	17.316	154	231	0	0	0	129.973	1	32	73	161.147	56.565	184.193	1.9524458
25_n2_500_d4_1_134	25_n2_500_d4_1_134.jpg	182	237.368	9.31	206	255	0	0	0	181.466	1	45	103	23.033	0.104	181.466	1.9235396
25_n2_500_d4_1_137	25_n2_500_d4_1_137.jpg	185	136.751	36.243	92	240	0	0	0	181.648	1	53	49	118.258	13.511	184.911	1.9600566
25_n2_500_d4_1_154	25_n2_500_d4_1_154.jpg	107	199.72	19.043	156	238	0	0	0	106.231	1	38	67	176.222	0.411	106.231	1.1260486
25_n2_500_d4_1_181	25_n2_500_d4_1_181.jpg	117	190.128	13.938	158	234	0	0	0	114.856	1	45	138	82.999	9.648	116.548	1.2354088
25_n2_500_d4_1_194	25_n2_500_d4_1_194.jpg	128	197.703	19.454	148	233	0	0	0	127.016	1	47	152	40.21	0.465	127.016	1.3463696
25_n2_500_d4_1_42	25_n2_500_d4_1_42.jpg	70	186.9	19.893	161	255	0	0	0	69.527	1	43	40	130.333	0.202	69.527	0.7369862
25_n2_500_d4_1_52	25_n2_500_d4_1_52.jpg	92	215.946	12.249	186	255	0	0	0	91.679	1	20	105	63.435	0.104	91.679	0.9717974
25_n2_500_d4_1_53	25_n2_500_d4_1_53.jpg	73	185.233	17.847	165	235	0	0	0	72.25	1	23	32	175.236	0.298	72.25	0.76585
25_n2_500_d4_1_66	25_n2_500_d4_1_66.jpg	133	213.308	27.701	175	255	0	0	0	132.914	1	40	55	155.556	0.13	132.914	1.4088884
25_n2_500_d4_1_68	25_n2_500_d4_1_68.jpg	171	215.409	21.166	178	255	0	0	0	114.63	1	45	26	132.879	55.411	171.338	1.8161828
25_n2_500_d4_1_77	25_n2_500_d4_1_77.jpg	183	135.661	26.586	105	255	0	0	0	182.705	1	55	52	119.511	1.193	182.724	1.9368744
25_n2_500_d4_1_87	25_n2_500_d4_1_87.jpg	103	186.039	25.524	139	235	0	0	0	102.46	1	46	31	108.789	0.378	102.46	1.086076
25_n2_500_d4_1_88	25_n2_500_d4_1_88.jpg	228	232.241	4.535	224	255	0	0	0	215.845	1	27	211	51.962	35.213	227.476	2.4112456
25_n2_500_d4_1_90	25_n2_500_d4_1_90.jpg	117	173.641	28.726	133	255	0	0	0	116.297	1	66	69	101.407	0.19	116.297	1.2327482
25_n2_64_d16_1_230	25_n2_64_d16_1_230.jpg	101	146.178	40.019	104	255	0	0	0	100.975	1	23	23	172.03	0.054	100.975	1.070335
25_n2_64_d16_1_248	25_n2_64_d16_1_248.jpg	75	164.32	16.822	131	212	0	0	0	74.33	1	23	91	42.274	0.294	74.33	0.787898
25_n2_64_d16_1_46	25_n2_64_d16_1_46.jpg	98	198.622	18.935	161	232	0	0	0	97.005	1	36	103	37.461	0.067	97.005	1.028253
25_n2_64_d16_1_503	25_n2_64_d16_1_503.jpg	42	187.143	18.645	160	235	0	0	0	41.869	1	15	13	130.156	0.114	41.869	0.4438114
25_n2_64_d16_1_522	25_n2_64_d16_1_522.jpg	62	165.984	31.798	123	238	0	0	0	61.131	1	17	35	15.173	0.184	61.131	0.6479886
25_n2_64_d16_1_660	25_n2_64_d16_1_660.jpg	66	207.803	15.085	169	234	0	0	0	65.307	1	20	64	168.518	0.021	65.307	0.6922542
25_n2_64_d16_150_1244	25_n2_64_d16_150_1244.jpg	31	226.645	8.381	211	255	0	0	0	30.364	1	15	7	107.241	0.128	30.364	0.3218584
25_n2_64_d16_150_1369	25_n2_64_d16_150_1369.jpg	36	220.75	8.157	202	233	0	0	0	35.903	1	39	49	77.125	0.078	35.903	0.3805718
25_n2_64_d16_150_794	25_n2_64_d16_150_794.jpg	22	216.409	20.217	195	255	0	0	0	21.26	1	6	26	48.814	0.069	21.26	0.225356
25_n2_64_d16_150_883	25_n2_64_d16_150_883.jpg	25	220.88	13.878	201	240	0	0	0	24.759	1	10	30	46.637	0.059	24.759	0.2624454
25_n3_1000_d16_1_106	25_n3_1000_d16_1_106.jpg	256	140.148	23.711	110	239	0	0	0	255.002	1	152	72	157.155	0.692	255.002	2.7030212
25_n3_1000_d16_1_214	25_n3_1000_d16_1_214.jpg	260	107.108	17.117	83	214	0	0	0	259.731	1	64	341	66.396	0.472	259.731	2.7531486
25_n3_1000_d16_1_233	25_n3_1000_d16_1_233.jpg	260	146.235	28.926	113	237	0	0	0	259.394	1	251	484	62.941	0.267	259.394	2.7495764
25_n3_1000_d16_1_55	25_n3_1000_d16_1_55.jpg	43	202.419	11.725	177	221	0	0	0	42.438	1	13	55	55.561	0.045	42.438	0.4498428
25_n3_1000_d16_1_74	25_n3_1000_d16_1_74.jpg	229	161.127	15.41	134	210	0	0	0	228.473	1	53	384	76.329	0.683	228.473	2.4218138
25_n3_1000_d16_1_96	25_n3_1000_d16_1_96.jpg	185	119.103	32.784	91	221	0	0	0	184.7	1	42	157	116.704	0.657	184.7	1.95782
25_n3_500_d2_1_107	25_n3_500_d2_1_107.jpg	49	209.061	7.507	194	222	0	0	0	48.836	1	20	49	42.51	0.009	48.836	0.5176616
25_n3_500_d2_1_121	25_n3_500_d2_1_121.jpg	56	211.446	13.346	187	243	0	0	0	55.803	1	13	62	53.746	0.24	55.803	0.5915118
25_n3_500_d2_1_137	25_n3_500_d2_1_137.jpg	189	107.423	28.704	86	213	0	0	0	188.743	1	76	211	25.75	0.822	188.743	2.0006758
25_n3_500_d2_1_149	25_n3_500_d2_1_149.jpg	72	167.333	18.481	152	255	0	0	0	71.197	1	172	88	60.555	0.068	71.197	0.7546882
25_n3_500_d2_1_16	25_n3_500_d2_1_16.jpg	114	185.649	33.47	131	242	0	0	0	113.053	1	48	141	74.612	0.22	113.053	1.1983618
25_n3_500_d2_1_165	25_n3_500_d2_1_165.jpg	86	143.36	28.143	114	226	0	0	0	85.959	1	79	43	119.249	0.373	85.959	0.9111654
